 	Area	Circ.	AR	Round	Solidity	Diameter	Volume
203	521.930	0.839	1.014	0.986	0.958	25.779	8969.790
204	530.936	0.859	1.063	0.940	0.964	26.000	9202.960
205	681.865	0.834	1.111	0.900	0.954	29.465	13394.024
206	523.237	0.837	1.044	0.958	0.952	25.811	9003.513
207	538.490	0.807	1.148	0.871	0.948	26.184	9400.053
208	515.684	0.808	1.034	0.967	0.946	25.624	8809.251
209	627.682	0.834	1.037	0.965	0.958	28.270	11829.676
210	488.665	0.805	1.124	0.890	0.960	24.944	8126.068
211	468.619	0.840	1.272	0.786	0.967	24.427	7631.203
212	544.446	0.848	1.138	0.879	0.960	26.329	9556.433
213	601.389	0.867	1.040	0.962	0.966	27.672	11094.225
214	533.987	0.835	1.173	0.853	0.953	26.075	9282.388
215	499.414	0.824	1.239	0.807	0.964	25.217	8395.668
216	579.745	0.866	1.033	0.968	0.961	27.169	10500.719
217	486.050	0.843	1.035	0.966	0.957	24.877	8060.934
218	495.637	0.847	1.052	0.950	0.956	25.121	8300.609
219	583.086	0.818	1.172	0.853	0.954	27.247	10591.623
220	502.465	0.856	1.041	0.961	0.964	25.293	8472.709
221	571.029	0.835	1.024	0.977	0.961	26.964	10264.812
222	561.006	0.837	1.084	0.922	0.960	26.726	9995.738
223	530.065	0.833	1.037	0.965	0.957	25.979	9180.308
224	574.370	0.822	1.072	0.933	0.958	27.043	10355.032
225	547.206	0.862	1.040	0.961	0.962	26.396	9629.193
226	569.576	0.851	1.057	0.946	0.964	26.930	10225.668
227	521.058	0.829	1.018	0.983	0.956	25.757	8947.331
228	489.536	0.831	1.025	0.976	0.961	24.966	8147.818
229	526.869	0.810	1.045	0.957	0.952	25.900	9097.410
230	488.229	0.817	1.090	0.917	0.943	24.933	8115.200
231	488.374	0.839	1.063	0.940	0.953	24.936	8118.822
232	573.208	0.862	1.103	0.907	0.968	27.015	10323.621
233	531.808	0.809	1.060	0.943	0.950	26.022	9225.630
234	530.065	0.861	1.025	0.975	0.964	25.979	9180.308
235	595.578	0.876	1.092	0.916	0.968	27.538	10933.828
236	483.871	0.850	1.062	0.942	0.961	24.821	8006.789
237	559.408	0.838	1.089	0.918	0.953	26.688	9953.062
238	520.042	0.831	1.012	0.989	0.949	25.732	8921.153
239	537.909	0.815	1.022	0.979	0.956	26.170	9384.843
240	727.187	0.877	1.060	0.944	0.966	30.428	14751.382
241	560.280	0.833	1.052	0.950	0.959	26.709	9976.332
242	552.726	0.833	1.116	0.896	0.956	26.528	9775.263
243	591.366	0.865	1.050	0.952	0.969	27.440	10818.028
244	554.324	0.862	1.046	0.956	0.964	26.567	9817.683
245	539.362	0.881	1.019	0.981	0.971	26.206	9422.885
246	484.452	0.849	1.104	0.906	0.961	24.836	8021.216
247	463.970	0.814	1.021	0.979	0.952	24.305	7517.939
248	514.086	0.834	1.052	0.951	0.957	25.584	8768.338
249	643.951	0.859	1.053	0.950	0.970	28.634	12292.580
250	503.336	0.877	1.090	0.917	0.967	25.315	8494.764
251	499.560	0.806	1.171	0.854	0.939	25.220	8399.331
252	534.277	0.853	1.120	0.893	0.963	26.082	9289.964
253	537.328	0.805	1.009	0.991	0.953	26.156	9369.641
254	567.978	0.860	1.009	0.991	0.959	26.892	10182.668
255	522.511	0.837	1.028	0.973	0.960	25.793	8984.773
256	511.616	0.863	1.004	0.996	0.958	25.523	8705.234
257	534.277	0.885	1.015	0.985	0.968	26.082	9289.964
258	525.126	0.829	1.081	0.925	0.949	25.858	9052.299
259	685.206	0.819	1.121	0.892	0.959	29.537	13492.588
260	484.597	0.835	1.079	0.927	0.955	24.840	8024.824
261	569.722	0.859	1.058	0.945	0.964	26.933	10229.581
262	502.610	0.817	1.074	0.931	0.950	25.297	8476.383
263	551.854	0.829	1.050	0.953	0.958	26.507	9752.150
264	524.835	0.834	1.055	0.948	0.955	25.850	9044.788
265	574.370	0.874	1.058	0.945	0.968	27.043	10355.032
266	507.404	0.856	1.131	0.884	0.967	25.417	8597.938
267	527.450	0.890	1.043	0.959	0.973	25.915	9112.464
268	542.267	0.884	1.056	0.947	0.968	26.276	9499.121
269	533.406	0.858	1.005	0.995	0.967	26.061	9267.241
270	535.294	0.869	1.085	0.922	0.967	26.107	9316.498
271	565.654	0.833	1.042	0.960	0.955	26.837	10120.230
272	512.197	0.838	1.039	0.962	0.956	25.537	8720.069
273	537.909	0.884	1.041	0.960	0.967	26.170	9384.843
274	513.214	0.816	1.063	0.941	0.949	25.563	8746.049
275	548.368	0.831	1.056	0.947	0.958	26.424	9659.883
276	531.082	0.871	1.050	0.952	0.966	26.004	9206.737
277	577.711	0.846	1.083	0.923	0.958	27.121	10445.514
278	585.846	0.823	1.063	0.941	0.955	27.312	10666.914
279	568.995	0.838	1.069	0.936	0.967	26.916	10210.025
280	542.557	0.841	1.097	0.912	0.961	26.283	9506.756
281	573.353	0.819	1.022	0.978	0.963	27.019	10327.546
282	510.164	0.830	1.033	0.968	0.953	25.486	8668.186
283	525.852	0.840	1.024	0.977	0.957	25.875	9071.086
284	578.728	0.851	1.068	0.937	0.960	27.145	10473.105
285	570.884	0.837	1.058	0.945	0.958	26.961	10260.896
286	570.448	0.838	1.031	0.970	0.958	26.950	10249.149
287	547.496	0.828	1.061	0.943	0.948	26.403	9636.862
288	522.802	0.829	1.035	0.966	0.954	25.800	8992.267
289	551.128	0.862	1.045	0.957	0.970	26.490	9732.904
290	503.917	0.863	1.058	0.945	0.963	25.330	8509.478
291	547.932	0.840	1.029	0.972	0.957	26.413	9648.370
292	569.867	0.839	1.109	0.902	0.966	26.937	10233.493
293	956.702	0.829	1.434	0.697	0.972	34.901	22260.199
294	583.812	0.843	1.051	0.952	0.956	27.264	10611.419
295	493.604	0.836	1.045	0.957	0.958	25.069	8249.574
296	513.505	0.848	1.022	0.978	0.955	25.570	8753.477
297	489.682	0.829	1.070	0.934	0.958	24.970	8151.444
298	549.675	0.855	1.036	0.965	0.962	26.455	9694.449
299	591.656	0.838	1.067	0.937	0.957	27.447	10826.001
300	618.675	0.838	1.066	0.938	0.957	28.066	11575.984
301	530.646	0.876	1.061	0.943	0.963	25.993	9195.407
302	554.033	0.865	1.145	0.873	0.967	26.560	9809.965
303	618.675	0.823	1.026	0.974	0.954	28.066	11575.984
304	571.319	0.828	1.082	0.924	0.956	26.971	10272.647
305	532.389	0.850	1.048	0.954	0.963	26.036	9240.754
306	547.061	0.853	1.030	0.971	0.958	26.392	9625.359
307	585.555	0.846	1.158	0.864	0.962	27.305	10658.980
308	555.631	0.831	1.018	0.982	0.963	26.598	9852.436
309	643.079	0.842	1.063	0.941	0.955	28.615	12267.632
310	505.225	0.857	1.019	0.982	0.961	25.363	8542.615
311	559.263	0.857	1.108	0.902	0.960	26.685	9949.186
312	619.547	0.841	1.070	0.934	0.959	28.086	11600.454
313	536.602	0.851	1.110	0.901	0.961	26.139	9350.650
314	574.225	0.872	1.075	0.930	0.964	27.039	10351.104
315	495.492	0.853	1.082	0.924	0.967	25.117	8296.961
316	608.216	0.855	1.043	0.958	0.958	27.828	11283.683
317	518.734	0.853	1.020	0.980	0.959	25.700	8887.533
