 	Area	Circ.	AR	Round	Solidity	Diameter	Volume
1	519.170	0.875	1.036	0.966	0.965	25.710	8898.735
2	616.061	0.878	1.032	0.969	0.968	28.007	11502.675
3	571.174	0.856	1.039	0.962	0.964	26.967	10268.729
4	640.610	0.880	1.033	0.968	0.972	28.560	12197.037
5	531.663	0.824	1.020	0.981	0.959	26.018	9221.850
6	562.604	0.856	1.028	0.973	0.961	26.764	10038.474
7	558.682	0.851	1.040	0.961	0.956	26.671	9933.685
8	555.486	0.824	1.158	0.863	0.954	26.594	9848.572
9	600.663	0.877	1.007	0.993	0.967	27.655	11074.133
10	530.936	0.835	1.139	0.878	0.958	26.000	9202.960
11	631.168	0.864	1.030	0.970	0.967	28.348	11928.370
12	580.762	0.839	1.060	0.944	0.957	27.193	10528.358
13	601.244	0.853	1.030	0.971	0.964	27.668	11090.205
14	513.795	0.809	1.020	0.980	0.941	25.577	8760.906
15	483.435	0.842	1.055	0.948	0.957	24.810	7995.975
16	528.757	0.833	1.092	0.916	0.965	25.947	9146.365
17	493.459	0.857	1.133	0.883	0.959	25.066	8245.932
18	616.061	0.854	1.067	0.937	0.962	28.007	11502.675
19	525.997	0.808	1.065	0.939	0.954	25.879	9074.845
20	472.976	0.810	1.185	0.844	0.936	24.540	7737.899
21	617.513	0.870	1.038	0.964	0.966	28.040	11543.383
22	558.682	0.826	1.084	0.923	0.948	26.671	9933.685
23	671.842	0.844	1.039	0.963	0.963	29.247	13099.781
24	583.957	0.840	1.067	0.937	0.961	27.268	10615.380
25	482.854	0.840	1.066	0.938	0.956	24.795	7981.563
26	590.204	0.847	1.024	0.977	0.966	27.413	10786.156
27	462.227	0.883	1.102	0.907	0.968	24.260	7475.611
28	579.454	0.878	1.035	0.966	0.968	27.162	10492.827
29	491.861	0.825	1.189	0.841	0.946	25.025	8205.912
30	512.488	0.885	1.042	0.959	0.967	25.544	8727.489
31	619.837	0.876	1.070	0.935	0.972	28.093	11608.615
32	615.044	0.873	1.030	0.971	0.971	27.984	11474.208
33	528.322	0.871	1.061	0.942	0.971	25.936	9135.060
34	547.642	0.858	1.061	0.943	0.961	26.406	9640.698
35	540.378	0.839	1.044	0.958	0.965	26.230	9449.544
36	580.326	0.863	1.094	0.914	0.969	27.183	10516.510
37	506.823	0.854	1.101	0.908	0.960	25.403	8583.174
38	529.048	0.856	1.058	0.945	0.961	25.954	9153.904
39	609.378	0.853	1.053	0.949	0.967	27.855	11316.038
40	522.947	0.805	1.131	0.884	0.952	25.804	8996.016
41	587.298	0.856	1.030	0.971	0.967	27.345	10706.612
42	552.726	0.885	1.057	0.946	0.969	26.528	9775.263
43	397.730	0.826	1.115	0.897	0.966	22.503	5966.870
44	511.762	0.844	1.029	0.972	0.959	25.526	8708.942
45	618.530	0.866	1.084	0.922	0.962	28.063	11571.907
46	505.661	0.857	1.063	0.940	0.965	25.374	8553.670
47	547.496	0.871	1.015	0.986	0.965	26.403	9636.862
48	525.271	0.821	1.045	0.957	0.955	25.861	9056.056
49	516.555	0.852	1.055	0.948	0.964	25.646	8831.594
50	582.069	0.894	1.043	0.959	0.974	27.223	10563.929
51	565.364	0.862	1.086	0.921	0.960	26.830	10112.434
52	575.242	0.868	1.028	0.973	0.965	27.063	10378.611
53	595.869	0.845	1.007	0.993	0.967	27.544	10941.829
54	525.416	0.858	1.126	0.888	0.964	25.865	9059.812
55	618.094	0.852	1.118	0.895	0.965	28.053	11559.679
56	481.837	0.874	1.041	0.961	0.965	24.769	7956.364
57	512.488	0.846	1.051	0.951	0.956	25.544	8727.489
58	521.204	0.847	1.097	0.911	0.962	25.761	8951.073
59	565.945	0.876	1.098	0.911	0.966	26.844	10128.027
60	479.223	0.837	1.028	0.973	0.962	24.702	7891.688
61	458.741	0.832	1.040	0.961	0.961	24.168	7391.195
62	597.322	0.861	1.022	0.978	0.964	27.578	10981.865
63	459.176	0.886	1.116	0.896	0.965	24.179	7401.729
64	529.629	0.869	1.056	0.947	0.965	25.968	9168.989
65	590.494	0.840	1.098	0.911	0.963	27.420	10794.121
66	579.890	0.872	1.093	0.915	0.965	27.172	10504.666
67	528.612	0.812	1.020	0.981	0.951	25.943	9142.596
68	631.023	0.848	1.110	0.901	0.967	28.345	11924.253
69	543.429	0.876	1.039	0.963	0.973	26.304	9529.673
70	490.844	0.869	1.057	0.946	0.963	24.999	8180.479
71	556.793	0.857	1.101	0.908	0.965	26.626	9883.361
72	502.029	0.849	1.050	0.953	0.955	25.282	8461.689
73	537.909	0.839	1.032	0.969	0.957	26.170	9384.843
74	516.120	0.853	1.041	0.961	0.961	25.635	8820.420
75	576.839	0.888	1.036	0.965	0.971	27.101	10421.885
76	538.635	0.877	1.022	0.978	0.969	26.188	9403.857
77	501.303	0.874	1.065	0.939	0.967	25.264	8443.332
78	533.406	0.840	1.007	0.993	0.959	26.061	9267.241
79	584.829	0.876	1.084	0.923	0.965	27.288	10639.154
80	493.168	0.829	1.122	0.891	0.965	25.058	8238.651
81	636.252	0.870	1.097	0.912	0.966	28.462	12072.789
82	494.621	0.880	1.058	0.945	0.968	25.095	8275.078
83	504.499	0.868	1.081	0.925	0.968	25.345	8524.200
84	561.006	0.863	1.039	0.963	0.964	26.726	9995.738
