 	Area	Circ.	AR	Round	Solidity	Diameter	Volume
126	572.191	0.842	1.049	0.953	0.963	26.991	10296.163
127	596.886	0.861	1.036	0.965	0.960	27.568	10969.849
128	593.399	0.850	1.009	0.991	0.962	27.487	10873.880
129	510.600	0.877	1.060	0.944	0.964	25.497	8679.295
130	562.749	0.882	1.012	0.988	0.969	26.768	10042.362
131	559.408	0.812	1.103	0.907	0.948	26.688	9953.062
132	822.915	0.829	1.045	0.957	0.956	32.369	17758.093
133	620.418	0.817	1.067	0.937	0.959	28.106	11624.942
134	570.157	0.823	1.046	0.956	0.959	26.943	10241.320
135	573.934	0.844	1.036	0.966	0.961	27.032	10343.249
136	569.141	0.858	1.040	0.962	0.962	26.919	10213.935
137	529.193	0.885	1.056	0.947	0.971	25.957	9157.674
138	560.715	0.844	1.030	0.970	0.952	26.719	9987.974
139	496.073	0.878	1.013	0.987	0.969	25.132	8311.559
140	663.126	0.826	1.056	0.947	0.958	29.057	12845.695
141	576.549	0.846	1.031	0.970	0.964	27.094	10414.012
142	558.972	0.846	1.052	0.950	0.961	26.678	9941.434
143	502.755	0.845	1.031	0.970	0.953	25.301	8480.058
144	581.778	0.828	1.010	0.990	0.956	27.217	10556.021
145	501.157	0.885	1.076	0.929	0.970	25.261	8439.663
146	498.397	0.875	1.031	0.970	0.969	25.191	8370.040
147	558.972	0.808	1.051	0.952	0.951	26.678	9941.434
148	513.650	0.804	1.062	0.942	0.946	25.573	8757.191
149	539.507	0.865	1.012	0.988	0.961	26.209	9426.692
150	667.048	0.819	1.042	0.960	0.949	29.143	12959.829
151	525.997	0.804	1.060	0.943	0.951	25.879	9074.845
152	560.715	0.861	1.051	0.951	0.961	26.719	9987.974
153	553.162	0.864	1.047	0.955	0.962	26.539	9786.826
154	542.412	0.808	1.064	0.940	0.949	26.280	9502.938
155	533.261	0.821	1.076	0.930	0.955	26.057	9263.456
156	555.050	0.862	1.070	0.934	0.963	26.584	9836.985
157	552.435	0.836	1.037	0.964	0.952	26.521	9767.557
158	473.267	0.840	1.030	0.971	0.956	24.548	7745.029
159	536.166	0.834	1.084	0.922	0.947	26.128	9339.261
160	516.846	0.853	1.059	0.944	0.959	25.653	8839.045
161	573.789	0.811	1.022	0.979	0.950	27.029	10339.323
162	566.671	0.807	1.185	0.844	0.953	26.861	10147.531
163	504.934	0.847	1.034	0.967	0.956	25.356	8535.247
164	489.827	0.812	1.121	0.892	0.950	24.973	8155.072
165	579.890	0.844	1.086	0.921	0.963	27.172	10504.666
166	569.431	0.883	1.040	0.961	0.968	26.926	10221.757
167	487.357	0.833	1.054	0.949	0.961	24.910	8093.479
168	540.378	0.819	1.044	0.958	0.950	26.230	9449.544
169	604.585	0.844	1.017	0.983	0.957	27.745	11182.774
170	510.890	0.862	1.083	0.923	0.965	25.505	8686.703
171	566.526	0.811	1.029	0.972	0.946	26.857	10143.629
172	570.593	0.816	1.030	0.970	0.954	26.954	10253.064
173	557.374	0.808	1.031	0.970	0.949	26.640	9898.836
174	605.311	0.855	1.010	0.990	0.962	27.762	11202.932
175	586.282	0.804	1.092	0.915	0.948	27.322	10678.818
176	639.012	0.846	1.016	0.984	0.963	28.524	12151.430
177	531.082	0.831	1.051	0.951	0.955	26.004	9206.737
178	538.054	0.839	1.076	0.930	0.952	26.174	9388.645
179	625.938	0.805	1.071	0.934	0.946	28.231	11780.431
180	565.654	0.834	1.016	0.984	0.952	26.837	10120.230
181	594.271	0.869	1.073	0.932	0.966	27.507	10897.846
182	536.311	0.849	1.050	0.952	0.961	26.131	9343.057
183	561.006	0.872	1.071	0.934	0.966	26.726	9995.738
184	594.997	0.835	1.038	0.963	0.956	27.524	10917.831
185	500.431	0.862	1.179	0.848	0.964	25.242	8421.322
186	529.774	0.859	1.128	0.887	0.967	25.972	9172.761
187	534.858	0.829	1.020	0.980	0.953	26.096	9305.123
188	517.572	0.831	1.048	0.954	0.949	25.671	8857.684
189	509.728	0.861	1.110	0.901	0.962	25.476	8657.081
190	493.894	0.849	1.009	0.991	0.958	25.077	8256.858
191	533.406	0.854	1.019	0.981	0.957	26.061	9267.241
192	571.174	0.844	1.034	0.968	0.956	26.967	10268.729
193	639.738	0.841	1.057	0.946	0.958	28.540	12172.153
194	507.404	0.854	1.034	0.967	0.963	25.417	8597.938
195	528.612	0.808	1.047	0.955	0.962	25.943	9142.596
196	539.216	0.835	1.094	0.914	0.958	26.202	9419.078
197	589.913	0.818	1.046	0.956	0.951	27.406	10778.192
198	599.791	0.864	1.043	0.959	0.963	27.635	11050.038
199	545.608	0.839	1.053	0.950	0.956	26.357	9587.046
200	618.675	0.868	1.002	0.998	0.961	28.066	11575.984
201	668.355	0.851	1.061	0.943	0.958	29.171	12997.948
202	569.576	0.823	1.024	0.976	0.951	26.930	10225.668
203	511.471	0.830	1.043	0.959	0.957	25.519	8701.527
204	552.871	0.822	1.036	0.966	0.951	26.532	9779.117
205	517.136	0.825	1.087	0.920	0.955	25.660	8846.499
206	558.972	0.845	1.085	0.922	0.963	26.678	9941.434
207	643.079	0.854	1.050	0.952	0.965	28.615	12267.632
208	636.978	0.820	1.064	0.940	0.952	28.479	12093.468
209	585.555	0.835	1.104	0.906	0.951	27.305	10658.980
210	525.852	0.875	1.046	0.956	0.969	25.875	9071.086
211	523.383	0.854	1.072	0.933	0.958	25.815	9007.263
212	538.490	0.824	1.066	0.938	0.953	26.184	9400.053
213	574.079	0.807	1.124	0.890	0.949	27.036	10347.176
214	545.898	0.848	1.076	0.929	0.960	26.364	9594.705
215	610.541	0.808	1.020	0.981	0.947	27.881	11348.423
216	521.204	0.832	1.089	0.918	0.949	25.761	8951.073
217	554.033	0.855	1.053	0.950	0.963	26.560	9809.965
218	531.082	0.801	1.080	0.926	0.953	26.004	9206.737
219	589.332	0.817	1.036	0.965	0.952	27.393	10762.272
220	544.301	0.809	1.007	0.993	0.950	26.325	9552.609
221	544.301	0.825	1.101	0.909	0.957	26.325	9552.609
222	546.044	0.818	1.062	0.942	0.947	26.367	9598.535
223	468.328	0.858	1.069	0.935	0.959	24.419	7624.107
224	659.785	0.839	1.039	0.963	0.963	28.984	12748.736
225	525.997	0.859	1.062	0.942	0.959	25.879	9074.845
226	583.086	0.874	1.054	0.949	0.962	27.247	10591.623
227	554.614	0.852	1.009	0.991	0.960	26.574	9825.402
228	602.842	0.832	1.061	0.943	0.958	27.705	11134.445
229	607.781	0.819	1.119	0.893	0.954	27.818	11271.558
230	498.107	0.825	1.139	0.878	0.956	25.184	8362.722
231	556.067	0.833	1.101	0.908	0.959	26.608	9864.029
232	590.349	0.820	1.071	0.933	0.957	27.416	10790.138
233	602.406	0.815	1.018	0.982	0.951	27.695	11122.374
234	556.357	0.842	1.050	0.952	0.955	26.615	9871.760
235	492.296	0.821	1.076	0.930	0.952	25.036	8216.820
236	524.400	0.866	1.053	0.949	0.963	25.840	9033.525
237	539.362	0.831	1.069	0.935	0.956	26.206	9422.885
238	505.080	0.804	1.020	0.980	0.948	25.359	8538.931
239	526.143	0.855	1.009	0.991	0.960	25.883	9078.605
240	647.728	0.808	1.042	0.959	0.947	28.718	12400.884
241	524.254	0.826	1.190	0.841	0.942	25.836	9029.772
242	612.284	0.817	1.110	0.901	0.948	27.921	11397.059
243	561.296	0.817	1.022	0.979	0.946	26.733	10003.503
244	530.065	0.826	1.147	0.872	0.955	25.979	9180.308
245	530.355	0.868	1.023	0.977	0.961	25.986	9187.856
246	607.199	0.889	1.048	0.954	0.973	27.805	11255.398
247	651.795	0.883	1.043	0.959	0.972	28.808	12517.873
248	543.865	0.811	1.033	0.968	0.954	26.315	9541.139
249	507.694	0.815	1.015	0.985	0.957	25.425	8605.324
250	581.778	0.807	1.037	0.964	0.947	27.217	10556.021
251	617.658	0.849	1.096	0.912	0.965	28.043	11547.456
252	568.124	0.864	1.050	0.953	0.968	26.895	10186.575
253	556.793	0.823	1.042	0.959	0.954	26.626	9883.361
254	592.092	0.842	1.032	0.969	0.961	27.457	10837.964
255	488.229	0.809	1.144	0.874	0.954	24.933	8115.200
256	516.410	0.840	1.021	0.979	0.954	25.642	8827.868
257	519.461	0.828	1.055	0.947	0.952	25.718	8906.205
258	612.865	0.831	1.012	0.988	0.952	27.934	11413.287
259	497.962	0.818	1.050	0.952	0.947	25.180	8359.064
260	602.406	0.813	1.081	0.925	0.947	27.695	11122.374
261	535.875	0.814	1.012	0.988	0.946	26.121	9331.671
262	483.871	0.830	1.066	0.939	0.953	24.821	8006.789
263	526.288	0.827	1.057	0.946	0.952	25.886	9082.365
264	503.917	0.829	1.014	0.986	0.956	25.330	8509.478
265	513.795	0.813	1.012	0.989	0.950	25.577	8760.906
266	532.534	0.876	1.069	0.935	0.963	26.039	9244.536
267	570.884	0.858	1.147	0.872	0.961	26.961	10260.896
268	542.267	0.870	1.066	0.938	0.962	26.276	9499.121
269	559.698	0.806	1.041	0.961	0.954	26.695	9960.817
270	509.873	0.832	1.107	0.903	0.954	25.479	8660.782
271	607.345	0.883	1.024	0.977	0.969	27.808	11259.438
272	553.743	0.816	1.065	0.939	0.950	26.553	9802.250
273	481.256	0.813	1.065	0.939	0.948	24.754	7941.977
274	573.353	0.803	1.119	0.894	0.949	27.019	10327.546
275	587.444	0.878	1.036	0.966	0.971	27.349	10710.584
276	529.629	0.867	1.045	0.957	0.964	25.968	9168.989
277	609.814	0.818	1.033	0.968	0.953	27.865	11328.179
278	537.764	0.816	1.020	0.981	0.951	26.167	9381.042
279	504.063	0.849	1.049	0.953	0.957	25.334	8513.157
280	539.362	0.829	1.043	0.959	0.958	26.206	9422.885
281	565.509	0.810	1.074	0.931	0.939	26.833	10116.331
282	653.103	0.816	1.045	0.957	0.960	28.837	12555.555
283	562.894	0.819	1.049	0.953	0.957	26.771	10046.251
284	606.473	0.818	1.071	0.934	0.955	27.788	11235.209
285	565.945	0.878	1.081	0.925	0.969	26.844	10128.027
286	613.010	0.850	1.010	0.990	0.961	27.938	11417.345
287	625.067	0.863	1.054	0.949	0.967	28.211	11755.835
288	748.250	0.836	1.108	0.902	0.966	30.866	15396.917
289	539.943	0.844	1.031	0.970	0.954	26.220	9438.115
290	542.412	0.885	1.116	0.896	0.969	26.280	9502.938
291	622.452	0.822	1.018	0.982	0.953	28.152	11682.147
292	572.482	0.875	1.076	0.930	0.967	26.998	10304.006
293	578.292	0.855	1.045	0.957	0.962	27.135	10461.277
294	612.284	0.855	1.037	0.965	0.961	27.921	11397.059
295	520.768	0.847	1.048	0.954	0.955	25.750	8939.849
296	556.938	0.846	1.092	0.916	0.959	26.629	9887.229
297	538.200	0.845	1.051	0.952	0.960	26.177	9392.447
298	618.675	0.827	1.043	0.959	0.955	28.066	11575.984
299	532.389	0.872	1.039	0.963	0.965	26.036	9240.754
300	540.088	0.868	1.022	0.978	0.965	26.223	9441.925
301	562.458	0.850	1.024	0.976	0.963	26.761	10034.586
302	552.435	0.833	1.032	0.969	0.953	26.521	9767.557
303	562.604	0.858	1.031	0.970	0.958	26.764	10038.474
304	557.229	0.816	1.090	0.917	0.954	26.636	9894.967
305	546.189	0.811	1.067	0.937	0.952	26.371	9602.365
306	556.357	0.849	1.063	0.940	0.951	26.615	9871.760
307	560.280	0.808	1.029	0.971	0.950	26.709	9976.332
308	522.656	0.815	1.073	0.932	0.951	25.797	8988.520
309	521.204	0.848	1.077	0.928	0.957	25.761	8951.073
310	533.406	0.858	1.051	0.952	0.957	26.061	9267.241
311	524.690	0.886	1.052	0.951	0.969	25.847	9041.033
312	561.442	0.819	1.060	0.944	0.953	26.737	10007.387
313	568.559	0.813	1.095	0.913	0.959	26.906	10198.298
314	636.397	0.882	1.019	0.981	0.969	28.466	12076.924
315	552.000	0.873	1.031	0.969	0.960	26.511	9756.001
316	536.166	0.845	1.059	0.945	0.963	26.128	9339.261
317	582.069	0.872	1.067	0.937	0.967	27.223	10563.929
318	602.406	0.807	1.086	0.920	0.944	27.695	11122.374
319	583.957	0.873	1.083	0.923	0.967	27.268	10615.380
320	565.654	0.802	1.050	0.953	0.948	26.837	10120.230
321	469.200	0.806	1.024	0.976	0.943	24.442	7645.400
322	528.322	0.820	1.040	0.961	0.956	25.936	9135.060
323	539.362	0.838	1.084	0.923	0.956	26.206	9422.885
324	484.888	0.818	1.010	0.990	0.951	24.847	8032.042
325	519.170	0.834	1.030	0.971	0.961	25.710	8898.735
326	543.574	0.878	1.064	0.939	0.968	26.308	9533.494
327	527.160	0.835	1.113	0.899	0.953	25.908	9104.936
328	563.185	0.802	1.050	0.953	0.946	26.778	10054.029
329	524.545	0.808	1.012	0.988	0.943	25.843	9037.279
330	590.494	0.867	1.012	0.988	0.965	27.420	10794.121
331	563.475	0.828	1.050	0.952	0.958	26.785	10061.810
332	574.806	0.825	1.051	0.951	0.956	27.053	10366.819
333	601.389	0.852	1.030	0.971	0.964	27.672	11094.225
334	557.374	0.801	1.037	0.964	0.944	26.640	9898.836
335	567.543	0.813	1.094	0.914	0.959	26.882	10170.951
336	547.061	0.808	1.025	0.976	0.949	26.392	9625.359
337	627.100	0.808	1.002	0.998	0.950	28.257	11813.253
338	559.844	0.852	1.022	0.978	0.956	26.699	9964.695
339	564.347	0.845	1.045	0.957	0.958	26.806	10085.164
340	564.347	0.831	1.034	0.967	0.953	26.806	10085.164
341	456.997	0.832	1.123	0.890	0.957	24.122	7349.106
342	557.665	0.837	1.096	0.912	0.961	26.647	9906.577
343	594.562	0.807	1.061	0.942	0.942	27.514	10905.839
344	572.772	0.823	1.063	0.941	0.950	27.005	10311.851
345	587.444	0.834	1.033	0.968	0.957	27.349	10710.584
346	577.856	0.829	1.100	0.909	0.959	27.125	10449.454
347	158.918	0.803	1.199	0.834	0.921	14.225	1507.032
348	578.583	0.854	1.037	0.965	0.963	27.142	10469.162
349	574.951	0.863	1.038	0.963	0.964	27.056	10370.749
350	523.528	0.844	1.080	0.926	0.960	25.818	9011.013
351	503.772	0.854	1.026	0.974	0.957	25.326	8505.798
352	573.353	0.878	1.130	0.885	0.966	27.019	10327.546
353	542.557	0.856	1.070	0.935	0.962	26.283	9506.756
354	541.686	0.845	1.075	0.930	0.957	26.262	9483.858
355	572.627	0.859	1.023	0.978	0.965	27.002	10307.928
356	592.818	0.834	1.111	0.900	0.959	27.474	10857.913
357	505.370	0.851	1.050	0.952	0.959	25.366	8546.299
358	608.216	0.819	1.043	0.959	0.957	27.828	11283.683
359	486.486	0.874	1.049	0.953	0.966	24.888	8071.777
360	579.164	0.854	1.015	0.985	0.965	27.155	10484.936
361	649.471	0.845	1.051	0.951	0.960	28.756	12450.978
362	549.530	0.842	1.077	0.929	0.961	26.452	9690.606
363	606.473	0.835	1.033	0.968	0.960	27.788	11235.209
364	561.732	0.820	1.053	0.949	0.948	26.744	10015.156
365	523.383	0.817	1.018	0.982	0.953	25.815	9007.263
366	533.987	0.806	1.099	0.910	0.950	26.075	9282.388
367	618.239	0.800	1.124	0.889	0.954	28.056	11563.755
368	575.387	0.830	1.069	0.935	0.952	27.067	10382.542
369	631.168	0.839	1.053	0.950	0.964	28.348	11928.370
370	544.301	0.854	1.093	0.915	0.960	26.325	9552.609
371	543.865	0.821	1.073	0.932	0.957	26.315	9541.139
372	495.928	0.862	1.043	0.958	0.962	25.128	8307.909
373	576.113	0.872	1.046	0.956	0.971	27.084	10402.207
374	616.061	0.802	1.068	0.936	0.949	28.007	11502.675
375	535.875	0.860	1.013	0.987	0.963	26.121	9331.671
376	499.124	0.863	1.024	0.977	0.967	25.209	8388.343
377	544.155	0.835	1.044	0.958	0.960	26.322	9548.785
378	596.595	0.843	1.052	0.951	0.961	27.561	10961.841
379	578.728	0.828	1.121	0.892	0.959	27.145	10473.105
380	578.437	0.862	1.036	0.965	0.961	27.138	10465.219
381	578.873	0.839	1.038	0.963	0.961	27.149	10477.048
382	550.256	0.834	1.069	0.936	0.956	26.469	9709.825
383	572.772	0.861	1.115	0.897	0.966	27.005	10311.851
384	616.932	0.841	1.053	0.950	0.956	28.027	11527.094
385	630.442	0.804	1.045	0.957	0.958	28.332	11907.787
386	593.399	0.854	1.021	0.980	0.962	27.487	10873.880
387	562.313	0.824	1.061	0.943	0.957	26.757	10030.699
388	631.894	0.827	1.034	0.967	0.951	28.365	11948.966
389	541.541	0.876	1.071	0.934	0.968	26.259	9480.043
390	593.690	0.851	1.025	0.975	0.961	27.494	10881.867
391	548.223	0.856	1.027	0.974	0.963	26.420	9656.045
392	603.858	0.836	1.031	0.970	0.965	27.728	11162.629
393	575.242	0.820	1.053	0.950	0.954	27.063	10378.611
394	511.326	0.848	1.051	0.952	0.959	25.515	8697.820
395	597.757	0.827	1.030	0.971	0.958	27.588	10993.885
396	537.183	0.813	1.105	0.905	0.952	26.153	9365.842
397	665.159	0.851	1.043	0.959	0.960	29.102	12904.834
398	507.113	0.873	1.028	0.973	0.967	25.410	8590.555
399	526.869	0.816	1.034	0.967	0.954	25.900	9097.410
400	591.221	0.832	1.056	0.947	0.956	27.437	10814.042
401	545.317	0.839	1.036	0.965	0.959	26.350	9579.390
402	577.856	0.813	1.048	0.954	0.950	27.125	10449.454
403	757.256	0.825	1.008	0.992	0.957	31.051	15675.739
404	589.477	0.826	1.027	0.973	0.948	27.396	10766.251
405	583.957	0.858	1.047	0.955	0.966	27.268	10615.380
406	606.909	0.830	1.086	0.921	0.950	27.798	11247.321
407	583.667	0.826	1.023	0.978	0.950	27.261	10607.459
408	676.780	0.881	1.034	0.967	0.972	29.355	13244.498
409	601.244	0.825	1.055	0.947	0.952	27.668	11090.205
410	665.595	0.858	1.008	0.992	0.966	29.111	12917.518
411	546.915	0.821	1.038	0.963	0.956	26.389	9621.525
412	562.168	0.817	1.102	0.908	0.954	26.754	10026.812
413	557.955	0.837	1.027	0.974	0.958	26.654	9914.319
414	532.970	0.820	1.046	0.956	0.955	26.050	9255.886
415	554.178	0.844	1.030	0.971	0.959	26.563	9813.824
416	585.410	0.862	1.052	0.951	0.962	27.301	10655.014
417	544.882	0.885	1.058	0.945	0.966	26.339	9567.909
418	532.244	0.858	1.041	0.960	0.958	26.032	9236.972
419	520.477	0.823	1.021	0.980	0.960	25.743	8932.369
420	578.728	0.865	1.014	0.986	0.969	27.145	10473.105
421	538.781	0.836	1.013	0.987	0.957	26.192	9407.662
422	582.650	0.836	1.071	0.933	0.951	27.237	10579.751
423	574.951	0.842	1.051	0.952	0.965	27.056	10370.749
424	590.930	0.860	1.027	0.974	0.962	27.430	10806.072
425	595.869	0.820	1.077	0.928	0.955	27.544	10941.829
426	586.717	0.833	1.016	0.985	0.959	27.332	10690.727
427	567.833	0.874	1.020	0.980	0.964	26.888	10178.762
428	506.823	0.849	1.136	0.880	0.961	25.403	8583.174
429	548.223	0.819	1.010	0.990	0.952	26.420	9656.045
430	663.997	0.823	1.004	0.996	0.955	29.076	12871.029
431	584.684	0.862	1.066	0.938	0.967	27.284	10635.190
432	542.993	0.855	1.019	0.981	0.958	26.294	9518.212
433	540.378	0.808	1.040	0.962	0.940	26.230	9449.544
434	569.141	0.846	1.032	0.969	0.959	26.919	10213.935
435	572.772	0.807	1.079	0.926	0.952	27.005	10311.851
436	528.757	0.843	1.013	0.988	0.955	25.947	9146.365
437	552.871	0.867	1.022	0.978	0.963	26.532	9779.117
438	574.225	0.859	1.041	0.961	0.965	27.039	10351.104
439	597.903	0.836	1.065	0.939	0.960	27.591	10997.893
440	558.101	0.866	1.039	0.962	0.962	26.657	9918.191
441	557.665	0.833	1.038	0.963	0.953	26.647	9906.577
442	500.722	0.826	1.015	0.985	0.952	25.250	8428.657
443	566.090	0.874	1.084	0.922	0.966	26.847	10131.927
444	616.061	0.835	1.058	0.945	0.957	28.007	11502.675
445	549.966	0.812	1.104	0.906	0.943	26.462	9702.136
446	577.421	0.831	1.048	0.954	0.961	27.114	10437.636
447	597.322	0.803	1.058	0.946	0.948	27.578	10981.865
448	622.743	0.822	1.046	0.956	0.951	28.158	11690.327
449	540.233	0.855	1.012	0.989	0.964	26.227	9445.734
