 	Area	Circ.	AR	Round	Solidity	Diameter	Volume
65	558.536	0.838	1.025	0.976	0.948	26.667	9929.811
66	552.871	0.839	1.101	0.908	0.951	26.532	9779.117
67	558.391	0.868	1.009	0.991	0.963	26.664	9925.937
68	480.675	0.822	1.183	0.845	0.953	24.739	7927.598
69	626.374	0.838	1.052	0.950	0.955	28.240	11792.736
70	572.627	0.843	1.024	0.976	0.961	27.002	10307.928
71	651.359	0.818	1.041	0.961	0.956	28.798	12505.321
72	548.949	0.809	1.014	0.986	0.946	26.438	9675.241
73	624.341	0.806	1.068	0.936	0.957	28.195	11735.350
74	667.338	0.843	1.032	0.969	0.957	29.149	12968.297
75	587.879	0.849	1.011	0.989	0.959	27.359	10722.505
76	577.711	0.842	1.096	0.912	0.960	27.121	10445.514
77	530.210	0.809	1.070	0.934	0.950	25.982	9184.082
78	589.913	0.851	1.051	0.952	0.961	27.406	10778.192
79	591.947	0.805	1.029	0.972	0.943	27.453	10833.976
80	588.170	0.819	1.025	0.975	0.948	27.366	10730.454
81	550.256	0.848	1.019	0.982	0.958	26.469	9709.825
82	592.092	0.860	1.025	0.976	0.963	27.457	10837.964
83	532.534	0.809	1.047	0.955	0.949	26.039	9244.536
84	513.795	0.839	1.054	0.949	0.953	25.577	8760.906
85	536.311	0.826	1.055	0.948	0.955	26.131	9343.057
86	987.498	0.825	1.095	0.913	0.962	35.459	23343.619
87	579.599	0.818	1.034	0.967	0.955	27.166	10496.773
88	539.652	0.803	1.044	0.958	0.953	26.213	9430.499
89	583.522	0.833	1.032	0.969	0.952	27.257	10603.499
90	544.301	0.883	1.074	0.931	0.964	26.325	9552.609
91	605.166	0.831	1.037	0.964	0.960	27.758	11198.899
92	609.959	0.825	1.087	0.920	0.954	27.868	11332.227
93	580.616	0.832	1.060	0.943	0.959	27.189	10524.408
94	582.214	0.828	1.040	0.962	0.951	27.227	10567.883
95	541.395	0.804	1.034	0.967	0.948	26.255	9476.229
96	499.995	0.842	1.089	0.918	0.949	25.231	8410.324
97	559.698	0.836	1.023	0.977	0.956	26.695	9960.817
98	557.229	0.805	1.088	0.919	0.945	26.636	9894.967
99	593.981	0.813	1.020	0.981	0.949	27.501	10889.855
100	598.338	0.813	1.048	0.954	0.957	27.601	11009.919
101	590.204	0.811	1.040	0.962	0.950	27.413	10786.156
102	761.033	0.861	1.086	0.921	0.961	31.128	15793.160
103	535.730	0.849	1.065	0.939	0.957	26.117	9327.877
104	568.124	0.877	1.079	0.927	0.967	26.895	10186.575
105	556.357	0.830	1.116	0.896	0.955	26.615	9871.760
106	884.942	0.858	1.111	0.900	0.969	33.567	19803.242
107	536.747	0.804	1.051	0.952	0.947	26.142	9354.447
108	552.435	0.810	1.018	0.983	0.948	26.521	9767.557
109	706.705	0.848	1.063	0.941	0.960	29.997	14132.556
110	532.970	0.809	1.067	0.937	0.953	26.050	9255.886
111	610.105	0.811	1.075	0.930	0.957	27.871	11336.275
112	529.774	0.859	1.014	0.986	0.960	25.972	9172.761
113	599.065	0.844	1.057	0.946	0.960	27.618	11029.973
114	567.543	0.807	1.077	0.928	0.949	26.882	10170.951
115	521.349	0.864	1.040	0.961	0.959	25.764	8954.815
116	543.865	0.814	1.096	0.913	0.953	26.315	9541.139
117	568.559	0.845	1.056	0.947	0.958	26.906	10198.298
118	476.027	0.854	1.025	0.976	0.953	24.619	7812.879
119	537.909	0.823	1.058	0.945	0.956	26.170	9384.843
120	547.932	0.817	1.063	0.941	0.956	26.413	9648.370
121	574.951	0.803	1.055	0.948	0.944	27.056	10370.749
122	526.433	0.847	1.048	0.954	0.955	25.890	9086.125
123	486.195	0.831	1.125	0.889	0.951	24.881	8064.548
124	582.359	0.809	1.039	0.963	0.949	27.230	10571.839
125	490.699	0.819	1.048	0.954	0.952	24.996	8176.848
126	548.223	0.845	1.024	0.977	0.956	26.420	9656.045
127	541.976	0.831	1.048	0.955	0.949	26.269	9491.488
128	558.827	0.824	1.067	0.937	0.951	26.674	9937.559
129	571.174	0.849	1.034	0.967	0.960	26.967	10268.729
130	586.136	0.831	1.054	0.948	0.949	27.318	10674.849
