 	Area	Circ.	AR	Round	Solidity	Diameter	Volume
1	612.574	0.804	1.062	0.942	0.953	27.928	11405.172
2	673.004	0.838	1.050	0.953	0.959	29.273	13133.785
3	571.319	0.819	1.045	0.957	0.956	26.971	10272.647
4	531.808	0.893	1.102	0.907	0.969	26.022	9225.630
5	555.195	0.837	1.173	0.853	0.951	26.588	9840.847
6	511.326	0.830	1.084	0.923	0.952	25.515	8697.820
7	526.869	0.875	1.031	0.970	0.966	25.900	9097.410
8	516.555	0.834	1.049	0.953	0.956	25.646	8831.594
9	466.004	0.849	1.096	0.912	0.957	24.358	7567.423
10	420.101	0.846	1.269	0.788	0.964	23.128	6477.298
11	439.566	0.860	1.166	0.858	0.967	23.657	6932.659
12	592.237	0.807	1.055	0.948	0.953	27.460	10841.953
13	600.227	0.882	1.045	0.957	0.971	27.645	11062.083
14	509.002	0.821	1.119	0.894	0.958	25.457	8638.585
15	496.945	0.827	1.162	0.861	0.951	25.154	8333.473
16	568.850	0.854	1.036	0.966	0.963	26.912	10206.115
17	583.231	0.807	1.006	0.994	0.956	27.251	10595.581
18	520.768	0.877	1.091	0.916	0.965	25.750	8939.849
19	572.482	0.870	1.053	0.950	0.971	26.998	10304.006
20	538.490	0.820	1.036	0.965	0.943	26.184	9400.053
21	531.517	0.892	1.058	0.945	0.970	26.014	9218.071
22	539.507	0.853	1.053	0.950	0.962	26.209	9426.692
23	602.696	0.866	1.029	0.971	0.963	27.702	11130.421
24	474.865	0.836	1.039	0.962	0.962	24.589	7784.287
25	520.042	0.830	1.023	0.977	0.953	25.732	8921.153
26	578.292	0.857	1.042	0.960	0.963	27.135	10461.277
27	554.469	0.844	1.130	0.885	0.964	26.570	9821.542
28	523.092	0.826	1.058	0.945	0.957	25.807	8999.764
29	499.850	0.825	1.197	0.835	0.959	25.228	8406.659
30	521.640	0.805	1.090	0.918	0.949	25.772	8962.302
31	554.614	0.871	1.040	0.961	0.964	26.574	9825.402
32	567.107	0.840	1.019	0.982	0.963	26.871	10159.239
33	531.227	0.825	1.076	0.930	0.953	26.007	9210.514
34	575.968	0.823	1.024	0.977	0.958	27.080	10398.273
35	539.943	0.852	1.038	0.964	0.960	26.220	9438.115
36	563.475	0.831	1.013	0.987	0.958	26.785	10061.810
37	503.191	0.848	1.082	0.925	0.961	25.312	8491.087
38	560.570	0.830	1.040	0.962	0.958	26.716	9984.093
39	571.610	0.862	1.019	0.981	0.966	26.978	10280.484
40	531.227	0.810	1.026	0.975	0.947	26.007	9210.514
41	547.932	0.868	1.067	0.937	0.970	26.413	9648.370
42	581.343	0.852	1.052	0.951	0.960	27.206	10544.162
43	623.469	0.819	1.018	0.982	0.951	28.175	11710.785
44	533.261	0.802	1.031	0.970	0.944	26.057	9263.456
45	564.492	0.874	1.049	0.954	0.964	26.809	10089.058
46	528.176	0.819	1.014	0.986	0.952	25.933	9131.293
47	604.730	0.839	1.050	0.953	0.965	27.748	11186.805
48	491.861	0.873	1.045	0.957	0.967	25.025	8205.912
49	517.136	0.844	1.091	0.916	0.958	25.660	8846.499
50	450.315	0.845	1.063	0.941	0.952	23.945	7188.512
51	515.829	0.823	1.047	0.955	0.955	25.628	8812.973
52	616.496	0.807	1.016	0.984	0.964	28.017	11514.882
53	552.145	0.843	1.115	0.897	0.954	26.514	9759.852
54	555.195	0.860	1.020	0.980	0.962	26.588	9840.847
55	557.084	0.818	1.119	0.893	0.948	26.633	9891.098
56	486.050	0.834	1.218	0.821	0.961	24.877	8060.934
57	471.669	0.846	1.041	0.961	0.966	24.506	7705.838
58	559.989	0.822	1.110	0.901	0.961	26.702	9968.574
59	528.903	0.847	1.121	0.892	0.963	25.950	9150.134
60	557.229	0.875	1.018	0.983	0.966	26.636	9894.967
61	557.229	0.855	1.125	0.889	0.965	26.636	9894.967
62	534.713	0.866	1.047	0.955	0.968	26.092	9301.333
63	572.917	0.840	1.149	0.871	0.962	27.009	10315.774
64	514.086	0.813	1.194	0.838	0.945	25.584	8768.338
65	502.320	0.856	1.047	0.955	0.962	25.290	8469.035
66	499.124	0.815	1.150	0.870	0.964	25.209	8388.343
67	508.130	0.828	1.125	0.889	0.948	25.436	8616.406
68	591.947	0.865	1.009	0.991	0.965	27.453	10833.976
69	520.042	0.833	1.209	0.827	0.975	25.732	8921.153
70	495.928	0.896	1.039	0.963	0.973	25.128	8307.909
71	537.909	0.851	1.017	0.983	0.961	26.170	9384.843
72	510.309	0.838	1.065	0.939	0.958	25.490	8671.888
73	485.614	0.849	1.132	0.884	0.963	24.866	8050.095
74	558.827	0.853	1.108	0.903	0.960	26.674	9937.559
75	574.806	0.867	1.025	0.975	0.965	27.053	10366.819
