 	Area	Circ.	AR	Round	Solidity	Diameter	Volume
83	553.162	0.802	1.109	0.902	0.941	26.539	9786.826
84	491.570	0.829	1.069	0.936	0.944	25.018	8198.643
85	555.341	0.866	1.092	0.915	0.966	26.591	9844.709
86	611.557	0.817	1.060	0.943	0.950	27.904	11376.786
87	600.808	0.847	1.079	0.926	0.967	27.658	11078.150
88	486.341	0.811	1.033	0.968	0.949	24.884	8068.162
89	551.273	0.849	1.093	0.915	0.964	26.493	9736.752
90	609.959	0.859	1.070	0.935	0.964	27.868	11332.227
91	506.823	0.827	1.032	0.969	0.947	25.403	8583.174
92	527.014	0.877	1.003	0.997	0.968	25.904	9101.173
93	503.482	0.809	1.007	0.993	0.948	25.319	8498.441
94	834.827	0.848	1.034	0.967	0.965	32.603	18145.053
95	670.679	0.816	1.110	0.901	0.962	29.222	13065.808
96	514.231	0.867	1.056	0.947	0.965	25.588	8772.055
97	485.760	0.833	1.030	0.971	0.959	24.869	8053.707
98	579.599	0.810	1.008	0.992	0.952	27.166	10496.773
99	499.850	0.810	1.023	0.978	0.948	25.228	8406.659
100	550.837	0.855	1.031	0.970	0.959	26.483	9725.209
101	572.336	0.824	1.106	0.904	0.960	26.995	10300.084
102	556.793	0.818	1.031	0.970	0.958	26.626	9883.361
103	561.296	0.836	1.105	0.905	0.956	26.733	10003.503
104	530.065	0.835	1.066	0.938	0.955	25.979	9180.308
105	465.859	0.816	1.050	0.953	0.954	24.355	7563.884
106	471.960	0.812	1.087	0.920	0.956	24.514	7712.959
107	521.349	0.860	1.100	0.909	0.961	25.764	8954.815
108	542.557	0.810	1.074	0.931	0.950	26.283	9506.756
109	568.124	0.813	1.039	0.962	0.947	26.895	10186.575
110	616.642	0.822	1.089	0.918	0.963	28.020	11518.952
111	526.578	0.853	1.066	0.938	0.966	25.893	9089.887
112	468.909	0.815	1.246	0.802	0.938	24.434	7638.300
113	504.499	0.809	1.038	0.964	0.941	25.345	8524.200
114	569.576	0.871	1.054	0.949	0.966	26.930	10225.668
115	554.033	0.851	1.091	0.916	0.958	26.560	9809.965
116	517.282	0.801	1.007	0.993	0.947	25.664	8850.227
117	583.376	0.824	1.047	0.955	0.965	27.254	10599.540
118	558.682	0.871	1.038	0.963	0.966	26.671	9933.685
119	506.096	0.809	1.046	0.956	0.946	25.385	8564.730
120	538.200	0.821	1.034	0.967	0.954	26.177	9392.447
121	554.614	0.839	1.045	0.957	0.953	26.574	9825.402
122	528.903	0.846	1.017	0.984	0.959	25.950	9150.134
123	666.757	0.802	1.059	0.944	0.943	29.137	12951.363
124	557.374	0.849	1.021	0.979	0.962	26.640	9898.836
125	504.644	0.832	1.047	0.955	0.953	25.348	8527.882
126	594.707	0.822	1.057	0.946	0.955	27.517	10909.836
127	600.227	0.845	1.087	0.920	0.957	27.645	11062.083
128	528.467	0.846	1.062	0.941	0.957	25.940	9138.828
129	489.827	0.818	1.012	0.988	0.953	24.973	8155.072
130	535.875	0.877	1.047	0.955	0.966	26.121	9331.671
131	522.221	0.826	1.077	0.928	0.958	25.786	8977.280
132	541.976	0.868	1.033	0.968	0.958	26.269	9491.488
133	638.867	0.865	1.030	0.971	0.963	28.521	12147.287
134	537.909	0.858	1.060	0.943	0.965	26.170	9384.843
135	539.797	0.824	1.071	0.933	0.952	26.216	9434.307
136	567.397	0.841	1.055	0.948	0.950	26.878	10167.046
137	543.429	0.853	1.050	0.952	0.957	26.304	9529.673
138	566.526	0.868	1.035	0.966	0.963	26.857	10143.629
139	426.202	0.873	1.134	0.882	0.961	23.295	6618.912
140	512.488	0.824	1.023	0.978	0.944	25.544	8727.489
141	535.585	0.839	1.037	0.964	0.955	26.114	9324.083
142	550.256	0.880	1.081	0.925	0.965	26.469	9709.825
143	550.983	0.818	1.043	0.959	0.954	26.486	9729.056
144	630.732	0.833	1.025	0.975	0.958	28.339	11916.019
145	552.871	0.855	1.047	0.955	0.960	26.532	9779.117
146	481.256	0.814	1.083	0.923	0.945	24.754	7941.977
147	546.044	0.826	1.045	0.957	0.963	26.367	9598.535
148	540.669	0.846	1.042	0.960	0.964	26.237	9457.166
149	471.379	0.820	1.102	0.908	0.950	24.499	7698.720
150	519.606	0.835	1.106	0.904	0.953	25.721	8909.942
151	459.031	0.855	1.014	0.986	0.952	24.176	7398.217
152	510.454	0.876	1.052	0.950	0.963	25.494	8675.591
153	593.399	0.867	1.016	0.984	0.964	27.487	10873.880
154	460.193	0.846	1.053	0.950	0.949	24.206	7426.329
155	552.290	0.842	1.179	0.848	0.965	26.518	9763.704
156	538.345	0.871	1.100	0.909	0.965	26.181	9396.250
157	556.793	0.804	1.038	0.964	0.948	26.626	9883.361
158	560.570	0.819	1.037	0.964	0.946	26.716	9984.093
159	511.907	0.839	1.045	0.957	0.962	25.530	8712.651
160	528.903	0.866	1.046	0.956	0.966	25.950	9150.134
161	552.000	0.855	1.022	0.979	0.962	26.511	9756.001
162	537.037	0.823	1.021	0.979	0.955	26.149	9362.043
163	546.915	0.857	1.060	0.944	0.958	26.389	9621.525
164	559.844	0.844	1.026	0.974	0.957	26.699	9964.695
165	539.797	0.864	1.072	0.933	0.962	26.216	9434.307
166	596.159	0.833	1.094	0.914	0.954	27.551	10949.832
167	557.665	0.856	1.075	0.931	0.960	26.647	9906.577
168	452.930	0.823	1.190	0.840	0.952	24.014	7251.212
169	558.682	0.800	1.061	0.943	0.948	26.671	9933.685
170	445.231	0.835	1.073	0.932	0.956	23.809	7067.115
171	584.684	0.851	1.070	0.934	0.957	27.284	10635.190
172	523.528	0.855	1.040	0.961	0.962	25.818	9011.013
173	509.292	0.806	1.060	0.944	0.949	25.465	8645.982
174	602.987	0.883	1.049	0.954	0.972	27.708	11138.470
175	521.930	0.840	1.081	0.925	0.959	25.779	8969.790
176	524.400	0.835	1.095	0.913	0.961	25.840	9033.525
177	571.029	0.830	1.030	0.971	0.958	26.964	10264.812
178	578.292	0.817	1.063	0.941	0.955	27.135	10461.277
179	529.193	0.851	1.054	0.949	0.961	25.957	9157.674
180	559.553	0.844	1.055	0.948	0.952	26.692	9956.939
181	550.983	0.862	1.049	0.953	0.965	26.486	9729.056
182	573.353	0.827	1.050	0.952	0.958	27.019	10327.546
183	509.583	0.875	1.059	0.944	0.967	25.472	8653.381
184	551.854	0.862	1.032	0.969	0.967	26.507	9752.150
185	549.966	0.836	1.022	0.979	0.955	26.462	9702.136
186	523.092	0.836	1.022	0.979	0.958	25.807	8999.764
187	563.330	0.836	1.150	0.870	0.962	26.782	10057.919
188	520.187	0.819	1.172	0.853	0.948	25.736	8924.891
189	513.360	0.851	1.010	0.990	0.962	25.566	8749.762
190	610.250	0.867	1.027	0.974	0.964	27.875	11340.324
191	552.871	0.821	1.110	0.901	0.953	26.532	9779.117
192	523.237	0.802	1.035	0.966	0.952	25.811	9003.513
193	530.791	0.850	1.029	0.972	0.957	25.997	9199.183
194	547.642	0.822	1.080	0.926	0.950	26.406	9640.698
195	449.880	0.845	1.097	0.912	0.957	23.933	7178.079
196	548.368	0.851	1.035	0.967	0.960	26.424	9659.883
197	610.976	0.827	1.130	0.885	0.959	27.891	11360.576
198	562.749	0.863	1.055	0.948	0.961	26.768	10042.362
199	568.124	0.864	1.046	0.956	0.960	26.895	10186.575
200	516.701	0.830	1.104	0.905	0.955	25.649	8835.319
201	551.418	0.857	1.031	0.970	0.958	26.497	9740.601
202	472.395	0.860	1.042	0.959	0.960	24.525	7723.644
203	480.094	0.868	1.071	0.934	0.969	24.724	7913.227
204	512.052	0.851	1.033	0.968	0.962	25.534	8716.359
205	564.202	0.847	1.125	0.889	0.964	26.802	10081.271
206	481.547	0.836	1.031	0.970	0.951	24.761	7949.169
207	521.930	0.819	1.040	0.962	0.944	25.779	8969.790
208	533.406	0.853	1.035	0.967	0.957	26.061	9267.241
209	523.964	0.808	1.120	0.893	0.952	25.829	9022.267
210	516.265	0.843	1.045	0.957	0.957	25.638	8824.144
211	535.730	0.862	1.108	0.903	0.964	26.117	9327.877
212	395.261	0.807	1.218	0.821	0.957	22.433	5911.385
213	562.168	0.871	1.048	0.955	0.966	26.754	10026.812
214	539.071	0.820	1.046	0.956	0.956	26.199	9415.272
215	543.720	0.864	1.070	0.934	0.963	26.311	9537.316
216	505.515	0.828	1.115	0.896	0.952	25.370	8549.984
217	573.063	0.836	1.108	0.903	0.957	27.012	10319.697
218	562.458	0.864	1.019	0.982	0.965	26.761	10034.586
219	575.242	0.851	1.039	0.962	0.963	27.063	10378.611
220	498.543	0.826	1.049	0.953	0.957	25.195	8373.699
221	514.957	0.839	1.025	0.975	0.964	25.606	8790.646
222	551.709	0.834	1.032	0.969	0.956	26.504	9748.300
223	527.014	0.856	1.041	0.960	0.961	25.904	9101.173
224	496.219	0.803	1.067	0.937	0.941	25.136	8315.210
225	557.810	0.818	1.042	0.960	0.950	26.650	9910.448
226	516.120	0.836	1.066	0.938	0.957	25.635	8820.420
227	576.404	0.816	1.071	0.934	0.953	27.091	10410.077
228	539.797	0.864	1.096	0.913	0.965	26.216	9434.307
229	539.797	0.807	1.030	0.971	0.957	26.216	9434.307
230	551.128	0.829	1.069	0.935	0.962	26.490	9732.904
231	517.282	0.830	1.026	0.975	0.961	25.664	8850.227
232	486.050	0.842	1.075	0.930	0.958	24.877	8060.934
233	477.189	0.813	1.127	0.887	0.947	24.649	7841.506
234	574.951	0.844	1.127	0.887	0.956	27.056	10370.749
235	522.075	0.838	1.024	0.977	0.958	25.782	8973.535
236	542.557	0.802	1.077	0.928	0.944	26.283	9506.756
237	478.787	0.828	1.039	0.962	0.961	24.690	7880.926
238	596.741	0.872	1.059	0.944	0.965	27.564	10965.845
239	526.869	0.841	1.039	0.963	0.955	25.900	9097.410
240	530.501	0.843	1.083	0.923	0.960	25.990	9191.631
241	546.625	0.812	1.073	0.932	0.956	26.382	9613.860
242	531.517	0.855	1.042	0.960	0.960	26.014	9218.071
243	576.839	0.880	1.139	0.878	0.971	27.101	10421.885
244	590.204	0.826	1.116	0.896	0.953	27.413	10786.156
245	557.665	0.840	1.118	0.894	0.958	26.647	9906.577
246	820.010	0.824	1.089	0.919	0.962	32.312	17664.135
247	490.408	0.840	1.059	0.944	0.959	24.988	8169.587
248	631.458	0.828	1.005	0.995	0.959	28.355	11936.607
249	510.890	0.833	1.055	0.948	0.955	25.505	8686.703
250	536.456	0.828	1.052	0.950	0.956	26.135	9346.853
251	535.004	0.864	1.014	0.986	0.964	26.100	9308.914
252	598.484	0.875	1.015	0.985	0.969	27.605	11013.929
253	535.585	0.823	1.024	0.977	0.951	26.114	9324.083
254	626.519	0.804	1.085	0.922	0.951	28.244	11796.838
255	499.850	0.818	1.018	0.982	0.955	25.228	8406.659
256	551.418	0.841	1.134	0.882	0.941	26.497	9740.601
257	89.337	0.823	1.565	0.639	0.947	10.665	635.198
258	619.256	0.870	1.066	0.938	0.967	28.080	11592.296
259	557.955	0.837	1.075	0.931	0.960	26.654	9914.319
260	588.315	0.807	1.012	0.988	0.952	27.369	10734.430
261	520.477	0.850	1.084	0.923	0.962	25.743	8932.369
262	613.736	0.836	1.066	0.938	0.958	27.954	11437.642
263	530.646	0.860	1.053	0.950	0.960	25.993	9195.407
264	533.406	0.820	1.073	0.932	0.951	26.061	9267.241
265	513.360	0.864	1.053	0.950	0.964	25.566	8749.762
266	557.520	0.884	1.021	0.979	0.969	26.643	9902.706
267	542.993	0.825	1.031	0.970	0.955	26.294	9518.212
268	585.555	0.836	1.058	0.945	0.965	27.305	10658.980
269	594.416	0.805	1.063	0.940	0.954	27.511	10901.842
270	513.795	0.860	1.028	0.973	0.960	25.577	8760.906
271	541.250	0.800	1.149	0.871	0.946	26.251	9472.415
272	609.959	0.880	1.034	0.967	0.963	27.868	11332.227
273	513.069	0.846	1.005	0.995	0.965	25.559	8742.336
274	558.101	0.845	1.058	0.945	0.958	26.657	9918.191
275	541.250	0.850	1.054	0.949	0.958	26.251	9472.415
276	552.290	0.857	1.045	0.957	0.959	26.518	9763.704
277	538.781	0.842	1.015	0.985	0.961	26.192	9407.662
278	583.812	0.871	1.096	0.913	0.968	27.264	10611.419
279	491.280	0.859	1.113	0.898	0.959	25.010	8191.376
280	566.816	0.847	1.055	0.948	0.952	26.864	10151.433
281	493.459	0.844	1.040	0.962	0.955	25.066	8245.932
282	554.324	0.819	1.058	0.945	0.957	26.567	9817.683
283	555.341	0.825	1.035	0.966	0.958	26.591	9844.709
284	543.720	0.814	1.065	0.939	0.943	26.311	9537.316
285	590.639	0.874	1.008	0.992	0.969	27.423	10798.104
286	539.507	0.858	1.071	0.934	0.963	26.209	9426.692
287	536.892	0.839	1.024	0.977	0.957	26.146	9358.245
288	654.119	0.815	1.098	0.910	0.957	28.859	12584.888
289	555.195	0.819	1.015	0.985	0.957	26.588	9840.847
290	514.522	0.816	1.072	0.933	0.965	25.595	8779.490
291	524.981	0.883	1.056	0.947	0.970	25.854	9048.543
292	501.448	0.852	1.050	0.953	0.964	25.268	8447.003
293	565.218	0.879	1.006	0.994	0.968	26.826	10108.537
294	513.214	0.834	1.025	0.976	0.952	25.563	8746.049
295	519.170	0.802	1.065	0.939	0.951	25.710	8898.735
296	551.709	0.860	1.044	0.958	0.965	26.504	9748.300
297	370.711	0.801	1.305	0.766	0.954	21.726	5369.297
298	583.957	0.806	1.078	0.928	0.946	27.268	10615.380
299	568.995	0.859	1.040	0.962	0.957	26.916	10210.025
300	621.435	0.827	1.027	0.974	0.957	28.129	11653.533
301	537.909	0.846	1.063	0.941	0.960	26.170	9384.843
302	515.538	0.844	1.031	0.970	0.958	25.620	8805.529
303	536.602	0.859	1.130	0.885	0.967	26.139	9350.650
304	519.896	0.807	1.042	0.960	0.943	25.728	8917.415
305	518.444	0.801	1.016	0.985	0.949	25.692	8880.068
306	592.818	0.828	1.047	0.955	0.961	27.474	10857.913
307	606.183	0.851	1.041	0.961	0.967	27.782	11227.137
308	564.202	0.877	1.070	0.934	0.968	26.802	10081.271
309	524.835	0.857	1.031	0.970	0.957	25.850	9044.788
310	954.088	0.838	1.052	0.951	0.957	34.854	22169.003
311	449.589	0.801	1.129	0.886	0.944	23.926	7171.127
312	541.541	0.804	1.052	0.951	0.951	26.259	9480.043
313	524.109	0.842	1.019	0.982	0.962	25.832	9026.019
314	525.271	0.857	1.042	0.960	0.960	25.861	9056.056
315	581.052	0.823	1.036	0.965	0.946	27.200	10536.259
316	626.519	0.820	1.045	0.957	0.948	28.244	11796.838
317	516.265	0.858	1.148	0.871	0.956	25.638	8824.144
318	572.482	0.863	1.050	0.953	0.967	26.998	10304.006
319	542.412	0.881	1.041	0.960	0.966	26.280	9502.938
320	538.200	0.848	1.028	0.973	0.957	26.177	9392.447
321	586.572	0.836	1.023	0.978	0.960	27.328	10686.757
322	561.006	0.846	1.014	0.986	0.955	26.726	9995.738
323	524.690	0.855	1.046	0.956	0.957	25.847	9041.033
324	506.823	0.840	1.088	0.919	0.962	25.403	8583.174
325	455.690	0.873	1.058	0.945	0.967	24.087	7317.593
326	560.570	0.893	1.039	0.962	0.971	26.716	9984.093
327	542.412	0.882	1.164	0.859	0.971	26.280	9502.938
328	587.589	0.876	1.020	0.980	0.969	27.352	10714.557
329	520.623	0.879	1.008	0.992	0.964	25.746	8936.109
330	475.301	0.823	1.194	0.838	0.942	24.600	7795.005
331	505.806	0.860	1.086	0.921	0.967	25.377	8557.356
332	580.471	0.833	1.023	0.977	0.956	27.186	10520.458
333	548.513	0.849	1.021	0.980	0.959	26.427	9663.722
334	568.124	0.861	1.025	0.975	0.964	26.895	10186.575
335	593.981	0.867	1.025	0.975	0.966	27.501	10889.855
336	549.675	0.819	1.142	0.875	0.951	26.455	9694.449
337	491.570	0.850	1.050	0.953	0.960	25.018	8198.643
338	555.341	0.858	1.017	0.984	0.968	26.591	9844.709
339	554.033	0.850	1.048	0.954	0.962	26.560	9809.965
340	554.033	0.891	1.074	0.931	0.968	26.560	9809.965
341	564.783	0.842	1.017	0.983	0.957	26.816	10096.848
342	543.429	0.869	1.082	0.924	0.966	26.304	9529.673
343	580.907	0.865	1.086	0.921	0.967	27.196	10532.308
344	562.894	0.821	1.063	0.940	0.952	26.771	10046.251
345	438.259	0.801	1.148	0.871	0.942	23.622	6901.753
346	524.400	0.830	1.084	0.922	0.950	25.840	9033.525
347	472.395	0.801	1.275	0.784	0.966	24.525	7723.644
348	533.261	0.879	1.020	0.980	0.968	26.057	9263.456
349	540.233	0.824	1.080	0.926	0.958	26.227	9445.734
350	465.713	0.830	1.072	0.933	0.954	24.351	7560.347
351	577.856	0.820	1.048	0.955	0.956	27.125	10449.454
352	453.656	0.818	1.140	0.877	0.946	24.034	7268.661
353	528.467	0.859	1.057	0.946	0.958	25.940	9138.828
354	566.090	0.843	1.053	0.950	0.957	26.847	10131.927
355	562.749	0.825	1.112	0.899	0.951	26.768	10042.362
356	561.877	0.868	1.070	0.935	0.964	26.747	10019.041
357	515.393	0.808	1.017	0.983	0.947	25.617	8801.807
358	572.046	0.875	1.040	0.962	0.964	26.988	10292.243
359	592.092	0.819	1.024	0.977	0.952	27.457	10837.964
360	500.576	0.879	1.015	0.985	0.969	25.246	8424.989
361	531.808	0.825	1.108	0.903	0.940	26.022	9225.630
362	525.852	0.807	1.156	0.865	0.950	25.875	9071.086
363	562.749	0.838	1.114	0.898	0.961	26.768	10042.362
364	584.538	0.898	1.054	0.949	0.973	27.281	10631.227
365	528.322	0.861	1.088	0.919	0.961	25.936	9135.060
366	526.143	0.851	1.058	0.945	0.953	25.883	9078.605
367	572.627	0.810	1.058	0.945	0.961	27.002	10307.928
368	517.427	0.813	1.032	0.969	0.946	25.667	8853.955
369	568.559	0.861	1.050	0.952	0.959	26.906	10198.298
370	537.618	0.848	1.098	0.911	0.961	26.163	9377.241
371	552.871	0.818	1.015	0.985	0.951	26.532	9779.117
372	614.463	0.846	1.027	0.974	0.964	27.971	11457.952
373	532.680	0.851	1.048	0.955	0.960	26.043	9248.319
374	557.374	0.867	1.034	0.967	0.965	26.640	9898.836
375	487.067	0.805	1.044	0.958	0.949	24.903	8086.243
376	517.427	0.868	1.186	0.843	0.967	25.667	8853.955
377	498.543	0.846	1.080	0.926	0.959	25.195	8373.699
378	583.086	0.830	1.054	0.949	0.955	27.247	10591.623
379	582.795	0.872	1.035	0.966	0.965	27.240	10583.708
380	503.046	0.847	1.032	0.969	0.957	25.308	8487.410
381	516.410	0.865	1.104	0.906	0.965	25.642	8827.868
382	578.873	0.870	1.044	0.958	0.960	27.149	10477.048
383	539.362	0.816	1.080	0.926	0.950	26.206	9422.885
384	544.155	0.862	1.113	0.899	0.962	26.322	9548.785
385	584.103	0.819	1.141	0.876	0.963	27.271	10619.341
386	522.511	0.879	1.028	0.973	0.962	25.793	8984.773
387	509.002	0.855	1.056	0.947	0.967	25.457	8638.585
388	561.151	0.851	1.057	0.946	0.967	26.730	9999.620
389	505.951	0.829	1.068	0.937	0.953	25.381	8561.043
390	520.623	0.855	1.043	0.959	0.963	25.746	8936.109
391	472.541	0.828	1.281	0.781	0.963	24.529	7727.207
392	518.589	0.837	1.049	0.954	0.952	25.696	8883.800
393	615.770	0.827	1.043	0.958	0.958	28.000	11494.539
394	483.435	0.820	1.043	0.959	0.955	24.810	7995.975
395	624.776	0.824	1.067	0.937	0.953	28.204	11747.639
396	536.456	0.858	1.068	0.936	0.963	26.135	9346.853
397	503.336	0.854	1.075	0.930	0.961	25.315	8494.764
398	560.570	0.886	1.018	0.982	0.971	26.716	9984.093
399	566.235	0.806	1.043	0.958	0.949	26.851	10135.827
400	523.383	0.824	1.022	0.979	0.956	25.815	9007.263
401	540.088	0.863	1.026	0.975	0.964	26.223	9441.925
402	558.682	0.803	1.016	0.984	0.947	26.671	9933.685
403	530.355	0.887	1.062	0.941	0.972	25.986	9187.856
404	456.416	0.809	1.078	0.927	0.941	24.107	7335.095
405	534.423	0.853	1.052	0.950	0.964	26.085	9293.753
406	588.751	0.883	1.034	0.967	0.967	27.379	10746.359
407	535.440	0.815	1.025	0.976	0.945	26.110	9320.290
408	521.785	0.869	1.037	0.965	0.964	25.775	8966.045
409	596.450	0.873	1.023	0.977	0.969	27.558	10957.838
410	513.795	0.870	1.060	0.944	0.965	25.577	8760.906
411	467.166	0.819	1.118	0.895	0.951	24.389	7595.747
412	497.381	0.816	1.020	0.980	0.957	25.165	8344.438
413	562.023	0.841	1.057	0.946	0.964	26.751	10022.926
414	637.269	0.858	1.048	0.954	0.963	28.485	12101.742
415	491.134	0.850	1.043	0.959	0.960	25.007	8187.743
416	496.509	0.812	1.036	0.965	0.947	25.143	8322.514
417	464.696	0.859	1.137	0.879	0.961	24.324	7535.599
418	522.366	0.862	1.066	0.938	0.967	25.789	8981.026
419	481.402	0.826	1.141	0.876	0.952	24.758	7945.573
420	429.252	0.857	1.064	0.940	0.962	23.378	6690.101
421	605.456	0.845	1.163	0.860	0.952	27.765	11206.965
422	561.442	0.877	1.068	0.936	0.969	26.737	10007.387
423	720.214	0.806	1.184	0.844	0.953	30.282	14539.726
424	507.840	0.837	1.042	0.960	0.956	25.428	8609.017
425	579.164	0.844	1.018	0.982	0.961	27.155	10484.936
426	525.997	0.859	1.015	0.986	0.963	25.879	9074.845
427	576.694	0.844	1.082	0.924	0.957	27.097	10417.948
428	510.454	0.828	1.096	0.912	0.956	25.494	8675.591
429	588.170	0.825	1.035	0.967	0.954	27.366	10730.454
430	482.273	0.867	1.068	0.937	0.963	24.780	7967.161
431	575.823	0.841	1.103	0.906	0.960	27.077	10394.340
432	93.259	0.840	1.095	0.913	0.932	10.897	677.484
433	103.863	0.805	1.419	0.705	0.916	11.500	796.261
434	536.456	0.824	1.121	0.892	0.956	26.135	9346.853
435	554.469	0.836	1.091	0.916	0.954	26.570	9821.542
436	407.318	0.822	1.129	0.886	0.946	22.773	6183.914
437	467.602	0.826	1.149	0.871	0.950	24.400	7606.378
438	484.016	0.829	1.074	0.931	0.954	24.825	8010.395
439	534.277	0.837	1.046	0.956	0.957	26.082	9289.964
440	544.882	0.829	1.029	0.972	0.955	26.339	9567.909
441	590.785	0.840	1.109	0.902	0.964	27.426	10802.088
442	524.690	0.802	1.177	0.850	0.944	25.847	9041.033
443	515.829	0.845	1.116	0.896	0.956	25.628	8812.973
444	491.861	0.841	1.018	0.982	0.950	25.025	8205.912
445	600.953	0.858	1.107	0.903	0.963	27.661	11082.168
446	542.557	0.815	1.051	0.951	0.955	26.283	9506.756
447	566.816	0.859	1.073	0.932	0.965	26.864	10151.433
448	528.467	0.826	1.058	0.945	0.957	25.940	9138.828
449	525.707	0.830	1.081	0.925	0.955	25.872	9067.328
